amp_uAcm2,spiked,peak_V_mV,t_peak_ms,min_V_mV,max_INa_uAcm2,max_INa_abs_uAcm2,max_IK_uAcm2,csv_path,config_path
0.0,0,-64.99283969,3.92,-65.0,-1.222921955,1.222921955,4.405380114,runs/phase2_amp20_only/csv/run_amp_0.csv,runs/phase2_amp20_only/configs/run_amp_0.cfg
1.0,0,-64.1808533,6.0,-65.20500635,-1.56200513,1.56200513,4.777819775,runs/phase2_amp20_only/csv/run_amp_1.csv,runs/phase2_amp20_only/configs/run_amp_1.cfg
2.0,0,-63.35527111,6.0,-65.42711557,-2.000272904,2.000272904,5.192555522,runs/phase2_amp20_only/csv/run_amp_2.csv,runs/phase2_amp20_only/configs/run_amp_2.cfg
3.0,0,-62.51496445,6.0,-65.67168803,-2.572556877,2.572556877,5.676408117,runs/phase2_amp20_only/csv/run_amp_3.csv,runs/phase2_amp20_only/configs/run_amp_3.cfg
4.0,0,-61.6574344,6.0,-65.95390079,-3.335835092,3.335835092,6.276584042,runs/phase2_amp20_only/csv/run_amp_4.csv,runs/phase2_amp20_only/configs/run_amp_4.cfg
5.0,0,-60.77979431,6.0,-66.30721261,-4.400485396,4.400485396,7.100574311,runs/phase2_amp20_only/csv/run_amp_5.csv,runs/phase2_amp20_only/configs/run_amp_5.cfg
6.0,0,-59.87809806,6.01,-66.83852263,-6.113235226,6.113235226,8.515834223,runs/phase2_amp20_only/csv/run_amp_6.csv,runs/phase2_amp20_only/configs/run_amp_6.cfg
7.0,1,35.17465434,10.11,-76.14355274,-748.4208237,748.4208237,783.0794996,runs/phase2_amp20_only/csv/run_amp_7.csv,runs/phase2_amp20_only/configs/run_amp_7.cfg
8.0,1,37.88643823,8.35,-76.16382099,-775.6220271,775.6220271,809.5779305,runs/phase2_amp20_only/csv/run_amp_8.csv,runs/phase2_amp20_only/configs/run_amp_8.cfg
9.0,1,38.636033,7.82,-76.16922019,-783.2163166,783.2163166,816.9718381,runs/phase2_amp20_only/csv/run_amp_9.csv,runs/phase2_amp20_only/configs/run_amp_9.cfg
10.0,1,39.07352337,7.51,-76.17239875,-787.7196264,787.7196264,821.3653899,runs/phase2_amp20_only/csv/run_amp_10.csv,runs/phase2_amp20_only/configs/run_amp_10.cfg
11.0,1,39.38864827,7.29,-76.17460405,-790.8805787,790.8805787,824.4425195,runs/phase2_amp20_only/csv/run_amp_11.csv,runs/phase2_amp20_only/configs/run_amp_11.cfg
12.0,1,39.62082665,7.13,-76.17628286,-793.2775498,793.2775498,826.7548213,runs/phase2_amp20_only/csv/run_amp_12.csv,runs/phase2_amp20_only/configs/run_amp_12.cfg
13.0,1,39.80915091,7.0,-76.17758224,-795.1546288,795.1546288,828.5889525,runs/phase2_amp20_only/csv/run_amp_13.csv,runs/phase2_amp20_only/configs/run_amp_13.cfg
14.0,1,39.9588489,6.9,-76.17862384,-796.6811216,796.6811216,830.0673536,runs/phase2_amp20_only/csv/run_amp_14.csv,runs/phase2_amp20_only/configs/run_amp_14.cfg
15.0,1,40.08574598,6.81,-76.17949768,-797.9433541,797.9433541,831.3045409,runs/phase2_amp20_only/csv/run_amp_15.csv,runs/phase2_amp20_only/configs/run_amp_15.cfg
16.0,1,40.19446496,6.74,-76.18022792,-799.0160384,799.0160384,832.3461133,runs/phase2_amp20_only/csv/run_amp_16.csv,runs/phase2_amp20_only/configs/run_amp_16.cfg
17.0,1,40.28535135,6.68,-76.18085855,-799.9423388,799.9423388,833.247462,runs/phase2_amp20_only/csv/run_amp_17.csv,runs/phase2_amp20_only/configs/run_amp_17.cfg
18.0,1,40.36788298,6.62,-76.18141952,-800.7516821,800.7516821,834.0465686,runs/phase2_amp20_only/csv/run_amp_18.csv,runs/phase2_amp20_only/configs/run_amp_18.cfg
19.0,1,40.43827281,6.57,-76.18191146,-801.508435,801.508435,834.7663647,runs/phase2_amp20_only/csv/run_amp_19.csv,runs/phase2_amp20_only/configs/run_amp_19.cfg
20.0,1,40.50767463,6.53,-76.18239458,-802.20147,802.20147,835.4479093,runs/phase2_amp20_only/csv/run_amp_20.csv,runs/phase2_amp20_only/configs/run_amp_20.cfg
21.0,1,40.56753587,6.49,-76.18282093,-802.8759215,802.8759215,836.09165,runs/phase2_amp20_only/csv/run_amp_21.csv,runs/phase2_amp20_only/configs/run_amp_21.cfg
22.0,1,40.61874254,6.46,-76.18330069,-803.5274254,803.5274254,836.7443177,runs/phase2_amp20_only/csv/run_amp_22.csv,runs/phase2_amp20_only/configs/run_amp_22.cfg
23.0,1,40.67381611,6.42,-76.18375025,-804.1866063,804.1866063,837.3893295,runs/phase2_amp20_only/csv/run_amp_23.csv,runs/phase2_amp20_only/configs/run_amp_23.cfg
24.0,1,40.72333259,6.39,-76.18420148,-804.8665519,804.8665519,838.0445242,runs/phase2_amp20_only/csv/run_amp_24.csv,runs/phase2_amp20_only/configs/run_amp_24.cfg
25.0,1,40.76651179,6.37,-76.1846214,-805.5534527,805.5534527,838.6946841,runs/phase2_amp20_only/csv/run_amp_25.csv,runs/phase2_amp20_only/configs/run_amp_25.cfg
26.0,1,40.81691105,6.34,-76.18511389,-806.2142095,806.2142095,839.3583986,runs/phase2_amp20_only/csv/run_amp_26.csv,runs/phase2_amp20_only/configs/run_amp_26.cfg
27.0,1,40.85343597,6.32,-76.18555274,-806.8839078,806.8839078,839.9904843,runs/phase2_amp20_only/csv/run_amp_27.csv,runs/phase2_amp20_only/configs/run_amp_27.cfg
28.0,1,40.89767937,6.29,-76.18596844,-807.5213351,807.5213351,840.6002602,runs/phase2_amp20_only/csv/run_amp_28.csv,runs/phase2_amp20_only/configs/run_amp_28.cfg
29.0,1,40.93672021,6.27,-76.1863714,-808.1217676,808.1217676,841.1840737,runs/phase2_amp20_only/csv/run_amp_29.csv,runs/phase2_amp20_only/configs/run_amp_29.cfg
30.0,1,40.97257862,6.25,-76.1867577,-808.6830211,808.6830211,841.7345789,runs/phase2_amp20_only/csv/run_amp_30.csv,runs/phase2_amp20_only/configs/run_amp_30.cfg
31.0,1,41.00583921,6.23,-76.1871143,-809.2017459,809.2017459,842.2558598,runs/phase2_amp20_only/csv/run_amp_31.csv,runs/phase2_amp20_only/configs/run_amp_31.cfg
32.0,1,41.03543867,6.21,-76.18742139,-809.7022199,809.7022199,842.7388531,runs/phase2_amp20_only/csv/run_amp_32.csv,runs/phase2_amp20_only/configs/run_amp_32.cfg
33.0,1,41.06908576,6.2,-76.18774653,-810.1728567,810.1728567,843.1767848,runs/phase2_amp20_only/csv/run_amp_33.csv,runs/phase2_amp20_only/configs/run_amp_33.cfg
34.0,1,41.10275771,6.18,-76.18803894,-810.6021164,810.6021164,843.6206205,runs/phase2_amp20_only/csv/run_amp_34.csv,runs/phase2_amp20_only/configs/run_amp_34.cfg
35.0,1,41.1287356,6.16,-76.18832227,-811.0355628,811.0355628,844.0151966,runs/phase2_amp20_only/csv/run_amp_35.csv,runs/phase2_amp20_only/configs/run_amp_35.cfg
36.0,1,41.16598925,6.15,-76.18857013,-811.4336143,811.4336143,844.4222187,runs/phase2_amp20_only/csv/run_amp_36.csv,runs/phase2_amp20_only/configs/run_amp_36.cfg
37.0,1,41.1946163,6.13,-76.18885554,-811.8215665,811.8215665,844.795687,runs/phase2_amp20_only/csv/run_amp_37.csv,runs/phase2_amp20_only/configs/run_amp_37.cfg
38.0,1,41.23613501,6.12,-76.18910008,-812.2065734,812.2065734,845.1544569,runs/phase2_amp20_only/csv/run_amp_38.csv,runs/phase2_amp20_only/configs/run_amp_38.cfg
39.0,1,41.27280646,6.11,-76.18932025,-812.5714803,812.5714803,845.5209681,runs/phase2_amp20_only/csv/run_amp_39.csv,runs/phase2_amp20_only/configs/run_amp_39.cfg
40.0,1,41.32575715,6.09,-76.18955922,-812.9224516,812.9224516,845.8712292,runs/phase2_amp20_only/csv/run_amp_40.csv,runs/phase2_amp20_only/configs/run_amp_40.cfg
41.0,1,41.38407438,6.08,-76.18980566,-813.264618,813.264618,846.2100131,runs/phase2_amp20_only/csv/run_amp_41.csv,runs/phase2_amp20_only/configs/run_amp_41.cfg
42.0,1,41.47198829,6.06,-76.19003921,-813.6134325,813.6134325,846.5407724,runs/phase2_amp20_only/csv/run_amp_42.csv,runs/phase2_amp20_only/configs/run_amp_42.cfg
43.0,1,41.60524542,6.04,-76.19026437,-813.9531259,813.9531259,846.8658892,runs/phase2_amp20_only/csv/run_amp_43.csv,runs/phase2_amp20_only/configs/run_amp_43.cfg
44.0,1,41.90594055,6.01,-76.19048364,-814.285429,814.285429,847.186876,runs/phase2_amp20_only/csv/run_amp_44.csv,runs/phase2_amp20_only/configs/run_amp_44.cfg
45.0,1,42.2895613,6.0,-76.19069795,-814.6113499,814.6113499,847.5045369,runs/phase2_amp20_only/csv/run_amp_45.csv,runs/phase2_amp20_only/configs/run_amp_45.cfg
46.0,1,42.56996721,6.0,-76.19090695,-814.9313054,814.9313054,847.8190972,runs/phase2_amp20_only/csv/run_amp_46.csv,runs/phase2_amp20_only/configs/run_amp_46.cfg
47.0,1,42.75206095,6.0,-76.1911092,-815.2452277,815.2452277,848.1303092,runs/phase2_amp20_only/csv/run_amp_47.csv,runs/phase2_amp20_only/configs/run_amp_47.cfg
48.0,1,42.85989262,6.0,-76.19130239,-815.559792,815.559792,848.4375382,runs/phase2_amp20_only/csv/run_amp_48.csv,runs/phase2_amp20_only/configs/run_amp_48.cfg
49.0,1,42.91171326,6.0,-76.19150221,-815.8778205,815.8778205,848.7398324,runs/phase2_amp20_only/csv/run_amp_49.csv,runs/phase2_amp20_only/configs/run_amp_49.cfg
50.0,1,42.95912066,5.99,-76.1917253,-816.1910754,816.1910754,849.0359806,runs/phase2_amp20_only/csv/run_amp_50.csv,runs/phase2_amp20_only/configs/run_amp_50.cfg
51.0,1,43.00577883,5.98,-76.19193772,-816.4981175,816.4981175,849.3245598,runs/phase2_amp20_only/csv/run_amp_51.csv,runs/phase2_amp20_only/configs/run_amp_51.cfg
52.0,1,43.05111976,5.97,-76.19213462,-816.7973427,816.7973427,849.6213101,runs/phase2_amp20_only/csv/run_amp_52.csv,runs/phase2_amp20_only/configs/run_amp_52.cfg
53.0,1,43.09447213,5.96,-76.19231074,-817.0870131,817.0870131,849.9215579,runs/phase2_amp20_only/csv/run_amp_53.csv,runs/phase2_amp20_only/configs/run_amp_53.cfg
54.0,1,43.13505651,5.95,-76.19250962,-817.3954822,817.3954822,850.2121165,runs/phase2_amp20_only/csv/run_amp_54.csv,runs/phase2_amp20_only/configs/run_amp_54.cfg
55.0,1,43.18132883,5.95,-76.19272433,-817.6971701,817.6971701,850.4909348,runs/phase2_amp20_only/csv/run_amp_55.csv,runs/phase2_amp20_only/configs/run_amp_55.cfg
56.0,1,43.22824075,5.94,-76.19290947,-817.9863014,817.9863014,850.7805163,runs/phase2_amp20_only/csv/run_amp_56.csv,runs/phase2_amp20_only/configs/run_amp_56.cfg
57.0,1,43.27143678,5.93,-76.19307665,-818.2746074,818.2746074,851.0722344,runs/phase2_amp20_only/csv/run_amp_57.csv,runs/phase2_amp20_only/configs/run_amp_57.cfg
58.0,1,43.30982349,5.92,-76.19329878,-818.5764003,818.5764003,851.34838,runs/phase2_amp20_only/csv/run_amp_58.csv,runs/phase2_amp20_only/configs/run_amp_58.cfg
59.0,1,43.35713802,5.92,-76.19348016,-818.8616124,818.8616124,851.629831,runs/phase2_amp20_only/csv/run_amp_59.csv,runs/phase2_amp20_only/configs/run_amp_59.cfg
60.0,1,43.40177241,5.91,-76.19365492,-819.1470508,819.1470508,851.9177129,runs/phase2_amp20_only/csv/run_amp_60.csv,runs/phase2_amp20_only/configs/run_amp_60.cfg
61.0,1,43.44002103,5.9,-76.19386666,-819.4431116,819.4431116,852.1854917,runs/phase2_amp20_only/csv/run_amp_61.csv,runs/phase2_amp20_only/configs/run_amp_61.cfg
62.0,1,43.48554938,5.9,-76.19402483,-819.718011,819.718011,852.4726474,runs/phase2_amp20_only/csv/run_amp_62.csv,runs/phase2_amp20_only/configs/run_amp_62.cfg
63.0,1,43.52932632,5.89,-76.19423446,-820.0126379,820.0126379,852.7491805,runs/phase2_amp20_only/csv/run_amp_63.csv,runs/phase2_amp20_only/configs/run_amp_63.cfg
64.0,1,43.56485796,5.89,-76.19441319,-820.2950461,820.2950461,853.0193937,runs/phase2_amp20_only/csv/run_amp_64.csv,runs/phase2_amp20_only/configs/run_amp_64.cfg
65.0,1,43.61358476,5.88,-76.1945944,-820.5753812,820.5753812,853.3032302,runs/phase2_amp20_only/csv/run_amp_65.csv,runs/phase2_amp20_only/configs/run_amp_65.cfg
66.0,1,43.65334772,5.87,-76.19478835,-820.8636574,820.8636574,853.5621806,runs/phase2_amp20_only/csv/run_amp_66.csv,runs/phase2_amp20_only/configs/run_amp_66.cfg
67.0,1,43.69515399,5.87,-76.19495312,-821.1347964,821.1347964,853.8513563,runs/phase2_amp20_only/csv/run_amp_67.csv,runs/phase2_amp20_only/configs/run_amp_67.cfg
68.0,1,43.73849359,5.86,-76.19515614,-821.4268603,821.4268603,854.1101492,runs/phase2_amp20_only/csv/run_amp_68.csv,runs/phase2_amp20_only/configs/run_amp_68.cfg
69.0,1,43.77558246,5.86,-76.19531409,-821.6929774,821.6929774,854.3958621,runs/phase2_amp20_only/csv/run_amp_69.csv,runs/phase2_amp20_only/configs/run_amp_69.cfg
70.0,1,43.82164271,5.85,-76.19551945,-821.9864288,821.9864288,854.6548719,runs/phase2_amp20_only/csv/run_amp_70.csv,runs/phase2_amp20_only/configs/run_amp_70.cfg
71.0,1,43.85583772,5.85,-76.19567834,-822.2509483,822.2509483,854.93794,runs/phase2_amp20_only/csv/run_amp_71.csv,runs/phase2_amp20_only/configs/run_amp_71.cfg
72.0,1,43.90370289,5.84,-76.19587885,-822.5431582,822.5431582,855.194541,runs/phase2_amp20_only/csv/run_amp_72.csv,runs/phase2_amp20_only/configs/run_amp_72.cfg
73.0,1,43.9381111,5.83,-76.19604505,-822.8088916,822.8088916,855.4779069,runs/phase2_amp20_only/csv/run_amp_73.csv,runs/phase2_amp20_only/configs/run_amp_73.cfg
74.0,1,43.98516232,5.83,-76.19623314,-823.0970716,823.0970716,855.7305708,runs/phase2_amp20_only/csv/run_amp_74.csv,runs/phase2_amp20_only/configs/run_amp_74.cfg
75.0,1,44.01931169,5.82,-76.19641189,-823.3663272,823.3663272,856.01539,runs/phase2_amp20_only/csv/run_amp_75.csv,runs/phase2_amp20_only/configs/run_amp_75.cfg
76.0,1,44.06618707,5.82,-76.19657969,-823.6475828,823.6475828,856.273004,runs/phase2_amp20_only/csv/run_amp_76.csv,runs/phase2_amp20_only/configs/run_amp_76.cfg
77.0,1,44.09945054,5.82,-76.19677535,-823.9222544,823.9222544,856.5494728,runs/phase2_amp20_only/csv/run_amp_77.csv,runs/phase2_amp20_only/configs/run_amp_77.cfg
78.0,1,44.14668671,5.81,-76.19691472,-824.1936254,824.1936254,856.8137534,runs/phase2_amp20_only/csv/run_amp_78.csv,runs/phase2_amp20_only/configs/run_amp_78.cfg
79.0,1,44.18155927,5.81,-76.19713098,-824.4752645,824.4752645,857.0788116,runs/phase2_amp20_only/csv/run_amp_79.csv,runs/phase2_amp20_only/configs/run_amp_79.cfg
80.0,1,44.22635713,5.8,-76.19728982,-824.7337556,824.7337556,857.3511615,runs/phase2_amp20_only/csv/run_amp_80.csv,runs/phase2_amp20_only/configs/run_amp_80.cfg
81.0,1,44.26360076,5.8,-76.1974735,-825.0236299,825.0236299,857.6017275,runs/phase2_amp20_only/csv/run_amp_81.csv,runs/phase2_amp20_only/configs/run_amp_81.cfg
82.0,1,44.3047067,5.79,-76.19765881,-825.2910871,825.2910871,857.8832896,runs/phase2_amp20_only/csv/run_amp_82.csv,runs/phase2_amp20_only/configs/run_amp_82.cfg
83.0,1,44.34502047,5.79,-76.19779694,-825.5653755,825.5653755,858.1428891,runs/phase2_amp20_only/csv/run_amp_83.csv,runs/phase2_amp20_only/configs/run_amp_83.cfg
84.0,1,44.38106954,5.78,-76.19801104,-825.8433981,825.8433981,858.4079816,runs/phase2_amp20_only/csv/run_amp_84.csv,runs/phase2_amp20_only/configs/run_amp_84.cfg
85.0,1,44.42511659,5.78,-76.19817703,-826.1014607,826.1014607,858.6789508,runs/phase2_amp20_only/csv/run_amp_85.csv,runs/phase2_amp20_only/configs/run_amp_85.cfg
86.0,1,44.45901427,5.78,-76.19833965,-826.3876157,826.3876157,858.9303206,runs/phase2_amp20_only/csv/run_amp_86.csv,runs/phase2_amp20_only/configs/run_amp_86.cfg
87.0,1,44.50303857,5.77,-76.1985381,-826.657993,826.657993,859.205866,runs/phase2_amp20_only/csv/run_amp_87.csv,runs/phase2_amp20_only/configs/run_amp_87.cfg
88.0,1,44.5414181,5.77,-76.19869374,-826.9212852,826.9212852,859.47022,runs/phase2_amp20_only/csv/run_amp_88.csv,runs/phase2_amp20_only/configs/run_amp_88.cfg
89.0,1,44.5777785,5.76,-76.19886982,-827.2044114,827.2044114,859.7210553,runs/phase2_amp20_only/csv/run_amp_89.csv,runs/phase2_amp20_only/configs/run_amp_89.cfg
90.0,1,44.62121215,5.76,-76.19906062,-827.470501,827.470501,859.998767,runs/phase2_amp20_only/csv/run_amp_90.csv,runs/phase2_amp20_only/configs/run_amp_90.cfg
91.0,1,44.65582786,5.76,-76.19921291,-827.7380712,827.7380712,860.2596825,runs/phase2_amp20_only/csv/run_amp_91.csv,runs/phase2_amp20_only/configs/run_amp_91.cfg
92.0,1,44.69724541,5.75,-76.19939149,-828.0180141,828.0180141,860.5132156,runs/phase2_amp20_only/csv/run_amp_92.csv,runs/phase2_amp20_only/configs/run_amp_92.cfg
93.0,1,44.73742195,5.75,-76.19958096,-828.2825006,828.2825006,860.7885023,runs/phase2_amp20_only/csv/run_amp_93.csv,runs/phase2_amp20_only/configs/run_amp_93.cfg
94.0,1,44.76973013,5.75,-76.19973541,-828.5502448,828.5502448,861.0485198,runs/phase2_amp20_only/csv/run_amp_94.csv,runs/phase2_amp20_only/configs/run_amp_94.cfg
95.0,1,44.81450557,5.74,-76.19990565,-828.8293867,828.8293867,861.3005695,runs/phase2_amp20_only/csv/run_amp_95.csv,runs/phase2_amp20_only/configs/run_amp_95.cfg
96.0,1,44.85277953,5.74,-76.20009881,-829.0944186,829.0944186,861.5756888,runs/phase2_amp20_only/csv/run_amp_96.csv,runs/phase2_amp20_only/configs/run_amp_96.cfg
97.0,1,44.8855977,5.73,-76.20025982,-829.3582533,829.3582533,861.8368418,runs/phase2_amp20_only/csv/run_amp_97.csv,runs/phase2_amp20_only/configs/run_amp_97.cfg
98.0,1,44.9304226,5.73,-76.20041093,-829.6385061,829.6385061,862.084688,runs/phase2_amp20_only/csv/run_amp_98.csv,runs/phase2_amp20_only/configs/run_amp_98.cfg
99.0,1,44.96787494,5.73,-76.20061182,-829.9058024,829.9058024,862.3600252,runs/phase2_amp20_only/csv/run_amp_99.csv,runs/phase2_amp20_only/configs/run_amp_99.cfg
100.0,1,45.001019,5.72,-76.20078293,-830.1616972,830.1616972,862.6239408,runs/phase2_amp20_only/csv/run_amp_100.csv,runs/phase2_amp20_only/configs/run_amp_100.cfg
101.0,1,45.04539008,5.72,-76.20092628,-830.4445946,830.4445946,862.8755926,runs/phase2_amp20_only/csv/run_amp_101.csv,runs/phase2_amp20_only/configs/run_amp_101.cfg
102.0,1,45.0829077,5.72,-76.20111608,-830.7155289,830.7155289,863.140508,runs/phase2_amp20_only/csv/run_amp_102.csv,runs/phase2_amp20_only/configs/run_amp_102.cfg
103.0,1,45.11464742,5.71,-76.20130018,-830.9750274,830.9750274,863.4084859,runs/phase2_amp20_only/csv/run_amp_103.csv,runs/phase2_amp20_only/configs/run_amp_103.cfg
104.0,1,45.15943812,5.71,-76.20145828,-831.2462989,831.2462989,863.6651008,runs/phase2_amp20_only/csv/run_amp_104.csv,runs/phase2_amp20_only/configs/run_amp_104.cfg
105.0,1,45.19777196,5.71,-76.20160644,-831.521966,831.521966,863.9155987,runs/phase2_amp20_only/csv/run_amp_105.csv,runs/phase2_amp20_only/configs/run_amp_105.cfg
106.0,1,45.23030647,5.71,-76.20180591,-831.7870018,831.7870018,864.1886746,runs/phase2_amp20_only/csv/run_amp_106.csv,runs/phase2_amp20_only/configs/run_amp_106.cfg
107.0,1,45.27230127,5.7,-76.20198084,-832.0418558,832.0418558,864.4511688,runs/phase2_amp20_only/csv/run_amp_107.csv,runs/phase2_amp20_only/configs/run_amp_107.cfg
108.0,1,45.31210969,5.7,-76.20213276,-832.3230979,832.3230979,864.7035266,runs/phase2_amp20_only/csv/run_amp_108.csv,runs/phase2_amp20_only/configs/run_amp_108.cfg
109.0,1,45.34636282,5.7,-76.20229357,-832.594436,832.594436,864.962349,runs/phase2_amp20_only/csv/run_amp_109.csv,runs/phase2_amp20_only/configs/run_amp_109.cfg
110.0,1,45.38345863,5.69,-76.20248709,-832.8562478,832.8562478,865.2314437,runs/phase2_amp20_only/csv/run_amp_110.csv,runs/phase2_amp20_only/configs/run_amp_110.cfg
111.0,1,45.42534085,5.69,-76.20265868,-833.1166219,833.1166219,865.4910393,runs/phase2_amp20_only/csv/run_amp_111.csv,runs/phase2_amp20_only/configs/run_amp_111.cfg
