amp_uAcm2,spiked,peak_V_mV,t_peak_ms,min_V_mV,max_INa_uAcm2,max_INa_abs_uAcm2,max_IK_uAcm2,csv_path,config_path
259.0,1,50.82787238,5.45,-76.22543753,-870.7122155,870.7122155,902.0706262,runs/phase2_amp20_only/csv/run_amp_259.csv,runs/phase2_amp20_only/configs/run_amp_259.cfg
260.0,1,50.86580904,5.45,-76.22558485,-870.9493685,870.9493685,902.3032599,runs/phase2_amp20_only/csv/run_amp_260.csv,runs/phase2_amp20_only/configs/run_amp_260.cfg
261.0,1,50.90270708,5.45,-76.22573,-871.1929093,871.1929093,902.5347436,runs/phase2_amp20_only/csv/run_amp_261.csv,runs/phase2_amp20_only/configs/run_amp_261.cfg
262.0,1,50.93860061,5.45,-76.22587303,-871.4352806,871.4352806,902.7650919,runs/phase2_amp20_only/csv/run_amp_262.csv,runs/phase2_amp20_only/configs/run_amp_262.cfg
263.0,1,50.97352268,5.45,-76.22601398,-871.6764964,871.6764964,902.9943186,runs/phase2_amp20_only/csv/run_amp_263.csv,runs/phase2_amp20_only/configs/run_amp_263.cfg
264.0,1,51.00750535,5.45,-76.2261529,-871.9165707,871.9165707,903.2224376,runs/phase2_amp20_only/csv/run_amp_264.csv,runs/phase2_amp20_only/configs/run_amp_264.cfg
265.0,1,51.04057969,5.45,-76.22628981,-872.1555171,872.1555171,903.4494625,runs/phase2_amp20_only/csv/run_amp_265.csv,runs/phase2_amp20_only/configs/run_amp_265.cfg
266.0,1,51.07388853,5.44,-76.22642477,-872.3933492,872.3933492,903.6820057,runs/phase2_amp20_only/csv/run_amp_266.csv,runs/phase2_amp20_only/configs/run_amp_266.cfg
267.0,1,51.1156772,5.44,-76.2265578,-872.6300801,872.6300801,903.9180679,runs/phase2_amp20_only/csv/run_amp_267.csv,runs/phase2_amp20_only/configs/run_amp_267.cfg
268.0,1,51.15636867,5.44,-76.22668895,-872.865723,872.865723,904.1530153,runs/phase2_amp20_only/csv/run_amp_268.csv,runs/phase2_amp20_only/configs/run_amp_268.cfg
269.0,1,51.19599674,5.44,-76.22681825,-873.1002905,873.1002905,904.3868612,runs/phase2_amp20_only/csv/run_amp_269.csv,runs/phase2_amp20_only/configs/run_amp_269.cfg
270.0,1,51.23459426,5.44,-76.22694574,-873.3337952,873.3337952,904.6196188,runs/phase2_amp20_only/csv/run_amp_270.csv,runs/phase2_amp20_only/configs/run_amp_270.cfg
271.0,1,51.27219313,5.44,-76.22707183,-873.5662496,873.5662496,904.8513008,runs/phase2_amp20_only/csv/run_amp_271.csv,runs/phase2_amp20_only/configs/run_amp_271.cfg
272.0,1,51.30882437,5.44,-76.22721951,-873.7984344,873.7984344,905.0819199,runs/phase2_amp20_only/csv/run_amp_272.csv,runs/phase2_amp20_only/configs/run_amp_272.cfg
273.0,1,51.34451807,5.44,-76.22736521,-874.0395964,874.0395964,905.3114885,runs/phase2_amp20_only/csv/run_amp_273.csv,runs/phase2_amp20_only/configs/run_amp_273.cfg
274.0,1,51.37930348,5.44,-76.22750898,-874.2796891,874.2796891,905.5400188,runs/phase2_amp20_only/csv/run_amp_274.csv,runs/phase2_amp20_only/configs/run_amp_274.cfg
275.0,1,51.413209,5.44,-76.22765084,-874.5187245,874.5187245,905.7675228,runs/phase2_amp20_only/csv/run_amp_275.csv,runs/phase2_amp20_only/configs/run_amp_275.cfg
276.0,1,51.44626221,5.44,-76.22779084,-874.7567145,874.7567145,905.9940123,runs/phase2_amp20_only/csv/run_amp_276.csv,runs/phase2_amp20_only/configs/run_amp_276.cfg
277.0,1,51.48194197,5.43,-76.227929,-874.993671,874.993671,906.219499,runs/phase2_amp20_only/csv/run_amp_277.csv,runs/phase2_amp20_only/configs/run_amp_277.cfg
278.0,1,51.52374419,5.43,-76.22806536,-875.2296054,875.2296054,906.4439942,runs/phase2_amp20_only/csv/run_amp_278.csv,runs/phase2_amp20_only/configs/run_amp_278.cfg
279.0,1,51.56451205,5.43,-76.22819996,-875.4645291,875.4645291,906.6778105,runs/phase2_amp20_only/csv/run_amp_279.csv,runs/phase2_amp20_only/configs/run_amp_279.cfg
280.0,1,51.60427568,5.43,-76.22833282,-875.6984533,875.6984533,906.9109426,runs/phase2_amp20_only/csv/run_amp_280.csv,runs/phase2_amp20_only/configs/run_amp_280.cfg
